iter	Logloss
0	0.6195894609
1	0.561550002
2	0.5258223916
3	0.4887355029
4	0.4622624997
5	0.4331856691
6	0.4082236024
7	0.3931726003
8	0.3760039292
9	0.3604185642
10	0.3428955761
11	0.3316766437
12	0.3233245455
13	0.3114721708
14	0.2991413339
15	0.289608572
16	0.2839220516
17	0.2774828401
18	0.2719422486
19	0.2683366278
20	0.2606295317
21	0.2563806622
22	0.2527468954
23	0.2490675257
24	0.2451135437
25	0.2433026162
26	0.2395616949
27	0.2356318669
28	0.2315101317
29	0.2292386624
30	0.2266160659
31	0.2227770671
32	0.2205130743
33	0.2179922656
34	0.2153131927
35	0.2114245236
36	0.2097083544
37	0.2075727127
38	0.2049118469
39	0.2028978119
40	0.2008404935
41	0.1982220406
42	0.1948994279
43	0.1922249247
44	0.1900210313
45	0.1870251068
46	0.1840076011
47	0.1816767943
48	0.1798389287
49	0.1787077221
50	0.1770994824
51	0.1747241748
52	0.1721216704
53	0.1693947199
54	0.1680873291
55	0.1662370574
56	0.1646232651
57	0.163110341
58	0.1610788936
59	0.1597043969
60	0.1587847311
61	0.1564121919
62	0.1543028467
63	0.1532786831
64	0.1514944368
65	0.1493727004
66	0.1482195007
67	0.1473860033
68	0.1451733465
69	0.1439219283
70	0.1417672116
71	0.140047741
72	0.1378482711
73	0.136452333
74	0.135153266
75	0.1338333951
76	0.132684271
77	0.1315486633
78	0.1306806131
79	0.1293679171
80	0.1275379137
81	0.1261006511
82	0.1250206649
83	0.1236400402
84	0.1219732773
85	0.1207223945
86	0.119163322
87	0.1185512836
88	0.116839353
89	0.1148509398
90	0.1137507257
91	0.112824225
92	0.1115776946
93	0.1108183754
94	0.1096108528
95	0.1087394759
96	0.1073893239
97	0.1062044636
98	0.1048866949
99	0.1033335295
100	0.1027501875
101	0.1019926916
102	0.1008840541
103	0.0999178074
104	0.09914939672
105	0.0983560432
106	0.09737202702
107	0.0959539962
108	0.09556043665
109	0.09485417487
110	0.09408414673
111	0.09295976756
112	0.09244379603
113	0.09137053929
114	0.09025870155
115	0.08952695396
116	0.08917501626
117	0.08799165953
118	0.08669113728
119	0.08597652929
120	0.08561331377
121	0.08490005973
122	0.08409367934
123	0.08309069464
124	0.08235728305
125	0.08079320385
126	0.07936296758
127	0.07855274539
128	0.07780139352
129	0.07739180568
130	0.07667505251
131	0.07550446933
132	0.07504129845
133	0.07452570801
134	0.07325906315
135	0.07292609153
136	0.07206969272
137	0.07155268514
138	0.07086517106
139	0.07032897041
140	0.0698021278
141	0.06958361814
142	0.06861791771
143	0.06792238339
144	0.06726779814
145	0.06619182851
146	0.0657937379
147	0.06475681332
148	0.0643183314
149	0.06382817796
150	0.06313539048
151	0.06251092367
152	0.06128181835
153	0.06022977635
154	0.05996246325
155	0.05966978684
156	0.05911644193
157	0.05846983856
158	0.05759843192
159	0.05682756541
160	0.05637534474
161	0.05594698273
162	0.05537044317
163	0.05521771068
164	0.05445264027
165	0.05401568866
166	0.05361321209
167	0.05294433713
168	0.05257557181
169	0.05212694667
170	0.05158649714
171	0.05133683535
172	0.0505857426
173	0.04997959468
174	0.04951686633
175	0.04927024435
176	0.04888424663
177	0.04825095647
178	0.04816328797
179	0.04803878409
180	0.04764423677
181	0.04700691206
182	0.04674390787
183	0.04639949707
184	0.0456153789
185	0.04530717937
186	0.04529714671
187	0.0450148839
188	0.04465331188
189	0.04419011221
190	0.04417881257
191	0.04412658222
192	0.04404283207
193	0.04392771946
194	0.04380795436
195	0.04347556718
196	0.04291753919
197	0.04250026782
198	0.04187059272
199	0.0414702582
200	0.04130348057
201	0.041136874
202	0.04097645658
203	0.04094468905
204	0.04058519135
205	0.04048189987
206	0.04004022187
207	0.03982623435
208	0.03932156974
209	0.03888226607
210	0.03838087163
211	0.03814328665
212	0.03813476268
213	0.03810579123
214	0.03781756648
215	0.03767841294
216	0.03741287396
217	0.03736085608
218	0.03717915302
219	0.0368736153
220	0.03668820047
221	0.03651543062
222	0.03612108195
223	0.03570898542
224	0.03539475127
225	0.03506647034
226	0.03481834377
227	0.03450007325
228	0.03427432191
229	0.03418439502
230	0.03396400509
231	0.03371028855
232	0.03350737292
233	0.03316423325
234	0.03277638106
235	0.03247764049
236	0.03217262736
237	0.03206950777
238	0.03202051559
239	0.03198180898
240	0.03170478129
241	0.03123361003
242	0.03100268346
243	0.03066011367
244	0.03035678844
245	0.03024986759
246	0.03019183671
247	0.03018396689
248	0.03017946028
249	0.03011021381
250	0.0299098266
251	0.02989535536
252	0.02978884162
253	0.02972052574
254	0.02943980088
255	0.02919716773
256	0.0287773394
257	0.02867969926
258	0.02841338405
259	0.02838040202
260	0.02818665832
261	0.02792639998
262	0.02774849428
263	0.02738199199
264	0.02717716129
265	0.02696027075
266	0.02680998487
267	0.02672457997
268	0.02650512177
269	0.02637523244
270	0.02624333562
271	0.02604779787
272	0.02586213797
273	0.02566949286
274	0.02553793791
275	0.02532251094
276	0.02509489527
277	0.02490549691
278	0.02472113059
279	0.02446256149
280	0.02427163694
281	0.02411209422
282	0.02396321944
283	0.02370341692
284	0.02351768937
285	0.02324357905
286	0.02314821885
287	0.02291492752
288	0.02281383963
289	0.02263842301
290	0.02257395143
291	0.022496383
292	0.02241846889
293	0.02235670495
294	0.02213734309
295	0.02206458757
296	0.02191505651
297	0.02180457547
298	0.02165459646
299	0.02155854287
300	0.02140135874
301	0.02118647222
302	0.02100934836
303	0.020941679
304	0.02086058089
305	0.0207453527
306	0.02060749382
307	0.02055800816
308	0.02046757965
309	0.02030818961
310	0.02017983111
311	0.02003359281
312	0.01992417813
313	0.01983347463
314	0.01965235866
315	0.01959024505
316	0.01950827434
317	0.01947236916
318	0.01934394889
319	0.01924792315
320	0.01912149517
321	0.01901611192
322	0.01891823186
323	0.01886105509
324	0.01881564655
325	0.01875139649
326	0.018634923
327	0.01860631363
328	0.01849273324
329	0.01834753195
330	0.01826437336
331	0.01817813688
332	0.0180652197
333	0.01799244836
334	0.01788146971
335	0.01778701461
336	0.01764684193
337	0.01759792559
338	0.01751324003
339	0.01750904448
340	0.01738945745
341	0.01722487081
342	0.0170569754
343	0.01696152843
344	0.0169009974
345	0.01684701959
346	0.01674701452
347	0.01660715898
348	0.01654654171
349	0.01648753568
350	0.01639079336
351	0.0162392345
352	0.01618311716
353	0.01610827684
354	0.01607028747
355	0.01604119161
356	0.01595404862
357	0.01584297393
358	0.01577369202
359	0.01566849823
360	0.01552018474
361	0.01551456668
362	0.01546645446
