iter	MultiClass
0	1.042169726
1	0.872681673
2	0.7690706834
3	0.6949827548
4	0.6447947849
5	0.6094442169
6	0.5806968449
7	0.5632909185
8	0.5457768462
9	0.5288390479
10	0.5110181962
11	0.4984159461
12	0.4897242888
13	0.4787494913
14	0.4659730033
15	0.4547383423
16	0.4418155994
17	0.4313065626
18	0.4238614461
19	0.4123088676
20	0.4013643153
21	0.3932394444
22	0.3866194609
23	0.3813812158
24	0.3754203099
25	0.3637359126
26	0.357679129
27	0.348844373
28	0.3422274132
29	0.3353616672
30	0.328044721
31	0.3204230811
32	0.3165439889
33	0.3127678599
34	0.3074981903
35	0.3011057705
36	0.2964413538
37	0.2912088006
38	0.2887938327
39	0.2852164561
40	0.2826993068
41	0.2783034776
42	0.2756245202
43	0.2695040657
44	0.266231241
45	0.2627098247
46	0.257004328
47	0.2521639593
48	0.2491115921
49	0.2433821262
50	0.2406256229
51	0.2352382181
52	0.2324261906
53	0.229709978
54	0.2266067583
55	0.222950007
56	0.2189805965
57	0.2153841788
58	0.2121739185
59	0.2089121598
60	0.2063189869
61	0.2023434279
62	0.1973190181
63	0.1952338425
64	0.1938602089
65	0.1902579747
66	0.18683459
67	0.1856493955
68	0.1835883452
69	0.1801628523
70	0.1767580839
71	0.1743033395
72	0.1714712874
73	0.1700001563
74	0.1692104004
75	0.1669517722
76	0.1643616936
77	0.1627898618
78	0.1611198704
79	0.1591710698
80	0.1568846269
81	0.1549675807
82	0.1532372822
83	0.1516149221
84	0.1495524391
85	0.1484520363
86	0.1463527232
87	0.144750598
88	0.1437870057
89	0.141339379
90	0.1390736573
91	0.1379170744
92	0.1368857471
93	0.1352094012
94	0.1347083958
95	0.1337985183
96	0.1319486615
97	0.1302676403
98	0.1294966911
99	0.1284814722
100	0.1260447689
101	0.1247316751
102	0.1232494519
103	0.1210319674
104	0.1195790586
105	0.1189358536
106	0.1162748337
107	0.1154883949
108	0.1135104326
109	0.1124657036
110	0.1118885745
111	0.1109339264
112	0.1093755017
113	0.1080693813
114	0.1066481911
115	0.1053435773
116	0.1044927005
117	0.1033376597
118	0.1023120067
119	0.1003360516
120	0.09980164082
121	0.0981966695
122	0.09725317659
123	0.09625184389
124	0.09549984086
125	0.0934461645
126	0.09200077027
127	0.09126643891
128	0.09029454088
129	0.08949219847
130	0.08855485567
131	0.08803355379
132	0.08696803401
133	0.08623034601
134	0.08504115802
135	0.08416402531
136	0.08342248886
137	0.08271198474
138	0.08189142734
139	0.08125285166
140	0.08047950042
141	0.07960429438
142	0.07848471751
143	0.07799030693
144	0.07731952108
145	0.07663518516
146	0.07628600405
147	0.0755688464
148	0.07456046622
149	0.07369746783
150	0.07326814187
151	0.07289502656
152	0.07224005801
153	0.07111129815
154	0.07057200257
155	0.07033899045
156	0.06942760786
157	0.06880203511
158	0.06778501284
159	0.06673920298
160	0.06644551279
161	0.06592549819
162	0.06545156846
163	0.06455900934
